Daily means        Year 1990                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,2902,1694,1662,1838,1965,8209,12479,41845,6311,14154,14975,3786,,,,,,,,,,,,,,,,,,,
2,2834,1633,1640,1781,1908,7351,17663,31797,5708,11883,13565,3656,,,,,,,,,,,,,,,,,,,
3,2485,1640,1811,1770,1900,6495,19542,40475,9620,10736,9796,3456,,,,,,,,,,,,,,,,,,,
4,2245,1826,1804,2084,1971,10505,14361,30068,7048,9404,8208,3372,,,,,,,,,,,,,,,,,,,
5,4182,2223,1615,2532,2168,8858,11916,25680,6033,15017,7164,3551,,,,,,,,,,,,,,,,,,,
6,5731,2683,1559,1990,1991,13253,12325,20707,5437,11452,6458,3157,,,,,,,,,,,,,,,,,,,
7,3079,6166,1541,1814,1896,17780,18114,18971,4920,9525,6569,2821,,,,,,,,,,,,,,,,,,,
8,2592,3619,1759,1744,1846,14050,17148,15527,7408,8997,21864,2599,,,,,,,,,,,,,,,,,,,
9,2297,2593,2101,1702,1850,13539,22935,18170,7745,8075,59581,2385,,,,,,,,,,,,,,,,,,,
10,2052,2154,1747,1665,8682,31277,16496,33504,7263,10524,30332,2336,,,,,,,,,,,,,,,,,,,
11,1980,1973,1656,1651,16226,19637,13782,23118,6503,28090,20196,2658,,,,,,,,,,,,,,,,,,,
12,1983,1924,1660,1647,12920,16756,12740,17767,6398,14737,14398,2419,,,,,,,,,,,,,,,,,,,
13,1990,1770,1627,1651,21337,27996,11718,14885,7984,21581,11426,2259,,,,,,,,,,,,,,,,,,,
14,1986,1704,1590,1708,12894,32331,9753,12873,6837,19118,9303,2291,,,,,,,,,,,,,,,,,,,
15,1885,1833,1829,1899,8616,22817,8670,16736,36844,32056,8616,2241,,,,,,,,,,,,,,,,,,,
16,1828,1903,2679,2208,6712,16912,7870,19607,22079,26885,9553,2124,,,,,,,,,,,,,,,,,,,
17,1750,1780,3832,2973,7176,16552,7328,14211,15082,17692,14012,2089,,,,,,,,,,,,,,,,,,,
18,1689,2108,2794,2262,6070,12711,6981,12197,13630,13595,8938,2021,,,,,,,,,,,,,,,,,,,
19,1633,2046,2172,1862,5342,10616,6827,11139,10526,15296,7574,1950,,,,,,,,,,,,,,,,,,,
20,1622,2104,2059,1697,5778,9117,6285,9894,8690,14736,6814,1911,,,,,,,,,,,,,,,,,,,
21,1597,2127,2159,1891,13641,8442,5697,8845,9124,13218,6098,1937,,,,,,,,,,,,,,,,,,,
22,1561,2108,2621,6818,14312,12216,5382,8127,8542,10393,5959,2096,,,,,,,,,,,,,,,,,,,
23,1492,1834,2479,4951,11174,12138,5910,7465,8083,9291,6946,3965,,,,,,,,,,,,,,,,,,,
24,1524,1666,2133,3917,8704,9157,8034,7004,7434,9739,6157,2475,,,,,,,,,,,,,,,,,,,
25,1955,1629,2185,3034,8631,8412,41704,6846,10761,8510,5333,2441,,,,,,,,,,,,,,,,,,,
26,4130,1612,2368,2683,9925,12156,438065,6597,19306,8372,4778,2987,,,,,,,,,,,,,,,,,,,
27,6191,1682,2313,2420,14174,22483,110288,5941,19331,9711,4439,2318,,,,,,,,,,,,,,,,,,,
28,3536,1831,2041,2231,9628,25217,53413,5520,17870,8867,4079,2067,,,,,,,,,,,,,,,,,,,
29,2505,        ,1942,2129,12046,19765,52541,5266,17832,7550,3706,2011,,,,,,,,,,,,,,,,,,,
30,2069,        ,1990,2045,11687,15219,104515,4987,19944,6576,3636,1961,,,,,,,,,,,,,,,,,,,
31,1827,        ,1973,        ,9906,        ,61712,5292,        ,6303,        ,1934,,,,,,,,,,,,,,,,,,,
Min ,1492,1612,1541,1647,1846,6495,5382,4987,4920,6303,3636,1911,1492,,,,,,,,,,,,,,,,,,
Mean,2488,2138,2043,2353,8164,15399,36845,16163,11343,13293,11349,2557,10415,,,,,,,,,,,,,,,,,,
Max ,6191,6166,3832,6818,21337,32331,438065,41845,36844,32056,59581,3965,438065,,,,,,,,,,,,,,,,,,
Daily means        Year 1995                    Stage (mm) at Manawatu at Weber Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,1923,1842,4795,4610,19127,29233,120041,11180,11751,18693,20400,5002,,,,,,,,,,,,,,,,,,,
2,1747,4188,4218,4439,41153,19980,40174,10382,11708,40120,92332,4651,,,,,,,,,,,,,,,,,,,
3,1678,117195,3885,4011,37518,31516,165870,42785,16845,69970,35136,4402,,,,,,,,,,,,,,,,,,,
4,1793,27259,5629,3973,25075,26385,134630,55987,11782,24646,25863,4134,,,,,,,,,,,,,,,,,,,
5,1755,17446,4958,99369,18619,20164,48847,35479,10837,25043,18269,4154,,,,,,,,,,,,,,,,,,,
6,1641,26319,3721,321301,23255,15636,33750,48228,9915,48492,30142,3865,,,,,,,,,,,,,,,,,,,
7,1555,13302,3171,97204,25140,14310,42533,48022,10257,22110,19423,3623,,,,,,,,,,,,,,,,,,,
8,1488,9274,2946,95749,22370,12700,45834,28066,11612,16587,14465,3422,,,,,,,,,,,,,,,,,,,
9,1579,7193,2961,154792,19104,11190,46417,31577,13668,14115,12205,3294,,,,,,,,,,,,,,,,,,,
10,2307,6174,2854,62038,19906,18504,34361,27869,14087,25823,15934,3255,,,,,,,,,,,,,,,,,,,
11,2672,6552,2738,34932,15262,16838,45560,20663,11273,36566,12952,3142,,,,,,,,,,,,,,,,,,,
12,2528,5845,2948,32470,13193,51036,36247,16984,10009,18509,10383,2997,,,,,,,,,,,,,,,,,,,
13,2104,5871,12062,25366,11419,35164,33259,15031,8989,15259,8891,2854,,,,,,,,,,,,,,,,,,,
14,1834,7032,12218,19352,10206,24184,25227,14928,8070,14418,8168,2782,,,,,,,,,,,,,,,,,,,
15,1674,5355,7070,16305,9391,20903,88596,13962,7605,12709,8526,3047,,,,,,,,,,,,,,,,,,,
16,1557,4476,5411,13574,8691,62459,47517,12001,7216,12811,7309,2824,,,,,,,,,,,,,,,,,,,
17,1485,3918,5272,11864,7957,35137,34973,11104,14611,11531,6611,2695,,,,,,,,,,,,,,,,,,,
18,1443,3497,4936,10695,8836,25808,26197,11629,25343,10787,6124,4748,,,,,,,,,,,,,,,,,,,
19,2242,3087,4198,9661,9668,35262,26173,12664,26470,10002,5636,4120,,,,,,,,,,,,,,,,,,,
20,8493,2869,4023,8843,8019,24014,25382,9807,16320,11000,6200,2987,,,,,,,,,,,,,,,,,,,
21,3596,3039,3915,8296,7458,19206,20910,8964,12740,9605,9329,2702,,,,,,,,,,,,,,,,,,,
22,2359,3671,5436,8152,7250,19848,19869,19000,10632,13905,8421,2581,,,,,,,,,,,,,,,,,,,
23,2085,3503,4047,10391,11837,28851,21146,15979,10320,10876,6562,2552,,,,,,,,,,,,,,,,,,,
24,2009,5276,3464,8800,10661,19862,16705,11773,8814,9221,5715,22654,,,,,,,,,,,,,,,,,,,
25,1948,21574,3228,8207,8506,16728,14791,12109,7892,8367,7885,11484,,,,,,,,,,,,,,,,,,,
26,1830,11911,3103,7844,7629,14910,14318,11799,10063,7805,8339,6459,,,,,,,,,,,,,,,,,,,
27,1779,7344,3405,9757,7216,22628,16226,11490,21546,7207,6487,5551,,,,,,,,,,,,,,,,,,,
28,2678,5651,3986,8344,7008,30930,18394,10268,12527,6949,9340,4249,,,,,,,,,,,,,,,,,,,
29,3748,        ,3623,7796,29524,24622,14853,19398,14224,7225,6768,3520,,,,,,,,,,,,,,,,,,,
30,2363,        ,4038,7876,17939,24979,13574,16403,27561,6685,5680,3268,,,,,,,,,,,,,,,,,,,
31,1999,        ,6446,        ,13824,        ,12166,12908,        ,6112,        ,2870,,,,,,,,,,,,,,,,,,,
Min ,1443,1842,2738,3973,7008,11190,12166,8964,7216,6112,5636,2552,1443,,,,,,,,,,,,,,,,,,
Mean,2255,12166,4668,37200,15573,25100,41437,20272,13156,17844,14650,4513,17390,,,,,,,,,,,,,,,,,,
Max ,8493,117195,12218,321301,41153,62459,165870,55987,27561,69970,92332,22654,321301,,,,,,,,,,,,,,,,,,
Daily means        Year 1996                    Stage (mm) at Manawatu at Weber Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,2674,6869,4515,112086,8642,10106,38410,16793,11146,4802,3707,4580,,,,,,,,,,,,,,,,,,,
2,2862,5304,4051,44916,7237,14954,22134,22873,10137,4658,3868,6533,,,,,,,,,,,,,,,,,,,
3,2620,4425,4291,28800,6052,11521,33871,46271,15175,6287,3545,4815,,,,,,,,,,,,,,,,,,,
4,2413,5086,6031,17200,5595,10087,36597,47886,18082,5787,3342,6247,,,,,,,,,,,,,,,,,,,
5,2309,3839,5223,12912,5155,9737,32983,23464,19204,4819,3500,4821,,,,,,,,,,,,,,,,,,,
6,2340,3152,5134,9935,4863,9136,41422,21614,22784,4352,3444,4264,,,,,,,,,,,,,,,,,,,
7,2331,3076,4929,11651,4551,8710,39224,18384,16746,4117,3325,6295,,,,,,,,,,,,,,,,,,,
8,2313,7104,4403,24139,4314,8033,30886,15770,14083,4175,4495,5754,,,,,,,,,,,,,,,,,,,
9,2211,19919,4042,13042,4778,7568,24634,17256,13271,11120,4168,4773,,,,,,,,,,,,,,,,,,,
10,2192,18253,3686,10029,6475,7247,19981,14741,14290,7282,3796,4093,,,,,,,,,,,,,,,,,,,
11,3979,10678,4353,8284,5293,8320,29922,13777,10942,21562,3558,3612,,,,,,,,,,,,,,,,,,,
12,3126,7852,4582,7491,4603,10735,77368,11948,11419,15157,3636,3322,,,,,,,,,,,,,,,,,,,
13,2876,6284,3814,6846,4748,9300,96977,11209,12209,14498,4723,3083,,,,,,,,,,,,,,,,,,,
14,3004,5122,3431,6496,7151,9508,44021,10077,9906,19549,8232,3323,,,,,,,,,,,,,,,,,,,
15,4443,4321,3255,6055,65607,8506,97680,9498,9474,15664,8795,3923,,,,,,,,,,,,,,,,,,,
16,5303,3959,3428,5180,27197,8780,92549,14075,8334,11839,6066,3956,,,,,,,,,,,,,,,,,,,
17,3932,3600,5057,4668,34978,13438,166128,12855,7629,9796,4748,3581,,,,,,,,,,,,,,,,,,,
18,3150,3301,5399,4277,23319,9804,89089,10776,7096,8006,4771,3029,,,,,,,,,,,,,,,,,,,
19,3575,3227,4550,4202,16842,8792,43017,10112,6973,7079,21353,2852,,,,,,,,,,,,,,,,,,,
20,3175,4564,5457,5266,13328,8174,63394,9797,7827,6429,12173,2762,,,,,,,,,,,,,,,,,,,
21,2710,12798,4252,12981,11402,7671,42507,14622,6549,5792,8906,3059,,,,,,,,,,,,,,,,,,,
22,2441,11804,3872,11862,18009,7301,33308,26692,6210,5306,7217,3733,,,,,,,,,,,,,,,,,,,
23,2287,16261,5516,10486,47962,34963,27561,20351,5834,5211,11018,3053,,,,,,,,,,,,,,,,,,,
24,2278,14607,5862,8466,30503,93823,22913,14907,5504,5077,8984,2632,,,,,,,,,,,,,,,,,,,
25,2782,9569,4546,7264,20088,69908,18965,12748,5191,4747,7899,2437,,,,,,,,,,,,,,,,,,,
26,3068,7499,3900,6568,39059,44809,40703,11202,4956,4383,7083,2323,,,,,,,,,,,,,,,,,,,
27,8780,6677,3603,5927,25462,31643,40992,11070,4856,4204,5820,2248,,,,,,,,,,,,,,,,,,,
28,12703,6613,3456,5437,18701,23031,31237,11442,4766,4607,5406,2174,,,,,,,,,,,,,,,,,,,
29,32294,5417,3435,5222,14705,19015,22837,16645,4924,4470,5014,2159,,,,,,,,,,,,,,,,,,,
30,18918,        ,3414,5949,12607,19562,26927,15706,5474,4188,5705,2234,,,,,,,,,,,,,,,,,,,
31,9927,        ,3735,        ,11398,        ,20342,12904,        ,3839,        ,34374,,,,,,,,,,,,,,,,,,,
Min ,2192,3076,3255,4202,4314,7247,18965,9498,4766,3839,3325,2159,2159,,,,,,,,,,,,,,,,,,
Mean,5130,7627,4362,14121,16472,18139,46728,17015,10033,7703,6277,4711,13235,,,,,,,,,,,,,,,,,,
Max ,32294,19919,6031,112086,65607,93823,166128,47886,22784,21562,21353,34374,166128,,,,,,,,,,,,,,,,,,
Daily means        Year 1997                    Stage (mm) at Manawatu at Weber Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,12962,2639,2360,4809,6593,6297,129026,6369,11733,42534,6084,3452,,,,,,,,,,,,,,,,,,,
2,7665,2559,2406,4509,5988,41390,340080,7500,10498,23452,5617,4176,,,,,,,,,,,,,,,,,,,
3,6427,2471,2406,4462,5528,522120,145975,8527,14152,17624,5238,3355,,,,,,,,,,,,,,,,,,,
4,7134,2834,2490,4172,5088,103765,107563,8332,15964,14306,5323,5567,,,,,,,,,,,,,,,,,,,
5,9737,8749,3175,3853,4740,45142,53565,39373,11910,160750,4907,4157,,,,,,,,,,,,,,,,,,,
6,12024,4653,17017,3619,4609,28695,34046,20992,10974,100584,4772,3373,,,,,,,,,,,,,,,,,,,
7,8104,3195,38825,3642,4503,22258,25343,16286,10219,45432,4455,3121,,,,,,,,,,,,,,,,,,,
8,6427,2871,25628,3346,4302,18047,20782,13719,9495,27663,4215,2970,,,,,,,,,,,,,,,,,,,
9,5489,2600,67250,13080,4061,15056,17962,11643,9111,20536,7281,2848,,,,,,,,,,,,,,,,,,,
10,4822,2378,21347,12570,3836,13076,17954,10351,8262,16955,9118,2732,,,,,,,,,,,,,,,,,,,
11,4923,2322,13166,6918,3663,12602,22308,9481,7778,22863,8280,2771,,,,,,,,,,,,,,,,,,,
12,6645,2234,10063,5622,3562,11040,16165,9023,8259,15187,5929,2936,,,,,,,,,,,,,,,,,,,
13,4654,2396,8312,4971,3642,10111,14396,8223,9593,12527,8848,2499,,,,,,,,,,,,,,,,,,,
14,5309,2435,7144,7236,3611,10508,36926,7921,8282,14714,8982,2360,,,,,,,,,,,,,,,,,,,
15,24489,2224,6036,7018,3262,9300,65985,13255,7124,125294,6394,2203,,,,,,,,,,,,,,,,,,,
16,10972,2082,5242,6166,3085,8316,32241,11645,6378,41388,5910,2092,,,,,,,,,,,,,,,,,,,
17,10814,1993,4614,18447,2925,7659,24072,9086,5998,25383,7118,2254,,,,,,,,,,,,,,,,,,,
18,8073,1922,4147,10305,2870,10429,20579,7603,8076,19153,7502,2102,,,,,,,,,,,,,,,,,,,
19,7231,2342,3877,8201,2864,18960,17500,7088,8594,16200,6256,2004,,,,,,,,,,,,,,,,,,,
20,7738,14577,3584,11443,2855,12457,14783,8176,7888,22633,5619,2491,,,,,,,,,,,,,,,,,,,
21,6026,8918,3569,9029,2823,10198,13151,7961,7352,16487,5251,3460,,,,,,,,,,,,,,,,,,,
22,5043,4803,7005,7503,2801,8938,12076,10029,6531,27141,5260,4014,,,,,,,,,,,,,,,,,,,
23,4432,3489,6282,12938,4389,8071,11050,151651,9861,15820,4817,2780,,,,,,,,,,,,,,,,,,,
24,4358,3068,8767,22505,5380,7815,9979,122218,57114,12853,4162,2406,,,,,,,,,,,,,,,,,,,
25,3985,2939,17887,13522,5869,8763,8946,42544,35531,10924,3741,2375,,,,,,,,,,,,,,,,,,,
26,3598,2748,9588,12844,4710,8492,8281,27250,22462,10204,4077,3109,,,,,,,,,,,,,,,,,,,
27,3653,2527,7771,10889,4871,24729,7819,21640,17208,10372,3419,2460,,,,,,,,,,,,,,,,,,,
28,3317,2339,7856,10134,11410,14653,7524,19381,16010,8690,3049,2073,,,,,,,,,,,,,,,,,,,
29,3033,        ,6776,8190,11987,11835,7251,18914,14043,7753,3204,2107,,,,,,,,,,,,,,,,,,,
30,2873,        ,5951,7411,8723,10736,6830,14787,58450,7173,3669,3748,,,,,,,,,,,,,,,,,,,
31,2736,        ,5358,        ,7151,        ,6737,13008,        ,6541,        ,2964,,,,,,,,,,,,,,,,,,,
Min ,2736,1922,2360,3346,2801,6297,6737,6369,5998,6541,3049,2004,1922,,,,,,,,,,,,,,,,,,
Mean,6926,3582,10835,8645,4894,34715,40545,22064,14495,29650,5617,2934,15501,,,,,,,,,,,,,,,,,,
Max ,24489,14577,67250,22505,11987,522120,340080,151651,58450,160750,9118,5567,522120,,,,,,,,,,,,,,,,,,
Daily means        Year 1998                    Stage (mm) at Manawatu at Weber Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,2373,1420,1750,1589,2940,6082,5920,16799,7324,2717,5951,33379,,,,,,,,,,,,,,,,,,,
2,2142,1442,1692,1804,2501,4390,11741,14248,6361,2956,5412,18054,,,,,,,,,,,,,,,,,,,
3,1936,1474,1627,4245,2632,6989,37074,15116,5714,4072,5682,13008,,,,,,,,,,,,,,,,,,,
4,1791,1534,1553,3153,2386,8146,18559,13571,7766,4164,11369,15328,,,,,,,,,,,,,,,,,,,
5,1685,1441,1493,2390,2203,6052,12904,11250,7121,4521,11028,28071,,,,,,,,,,,,,,,,,,,
6,1658,1344,1478,2133,2062,4868,10070,9787,6030,4682,8034,18618,,,,,,,,,,,,,,,,,,,
7,1710,1270,1472,1847,2044,4277,8361,9646,12792,3434,6573,13656,,,,,,,,,,,,,,,,,,,
8,1663,1219,1452,1701,3243,6181,7106,11409,10573,3020,5641,10335,,,,,,,,,,,,,,,,,,,
9,1612,1199,1418,1641,3805,6526,6612,9377,8527,2795,5061,8709,,,,,,,,,,,,,,,,,,,
10,1973,1216,1381,1708,2940,5510,7977,8261,7351,2759,4476,7084,,,,,,,,,,,,,,,,,,,
11,2058,1286,1399,1660,3687,5527,6951,8281,6601,3103,3947,7150,,,,,,,,,,,,,,,,,,,
12,1797,1341,1555,1580,3188,5060,10160,9477,6709,9682,3594,5861,,,,,,,,,,,,,,,,,,,
13,1705,1343,1571,1531,2673,4692,10173,8854,5824,14127,3323,5166,,,,,,,,,,,,,,,,,,,
14,1602,1326,1721,1498,3347,6307,7714,8450,5094,11475,3122,4655,,,,,,,,,,,,,,,,,,,
15,1541,1286,1688,1503,3621,12084,48306,8100,4690,8653,2996,4872,,,,,,,,,,,,,,,,,,,
16,1501,1256,2201,1653,2938,8707,36932,7941,4439,17770,2837,4208,,,,,,,,,,,,,,,,,,,
17,1742,1213,2019,1682,2875,6790,88963,9169,5087,13110,2693,3791,,,,,,,,,,,,,,,,,,,
18,1773,1158,1673,1566,3514,7582,57373,7457,5200,8657,2562,3676,,,,,,,,,,,,,,,,,,,
19,1587,1219,1503,1537,2863,10909,29145,7420,4638,6654,2441,4066,,,,,,,,,,,,,,,,,,,
20,1836,1222,1402,1597,2576,14014,20628,9030,4010,7487,2373,3855,,,,,,,,,,,,,,,,,,,
21,1809,1230,1330,1835,2386,10704,15910,8622,3735,30174,2555,3338,,,,,,,,,,,,,,,,,,,
22,1855,1548,1262,3119,2248,8298,13020,7240,3809,24310,7008,2977,,,,,,,,,,,,,,,,,,,
23,1795,1613,1255,2697,2228,6821,11453,6442,3333,18240,11341,2834,,,,,,,,,,,,,,,,,,,
24,1708,4085,1271,2569,4132,6267,12850,5865,3117,14020,6413,2608,,,,,,,,,,,,,,,,,,,
25,1615,10514,1272,4402,6338,5651,10002,5455,2916,10351,6163,2431,,,,,,,,,,,,,,,,,,,
26,1503,3707,1261,3039,10146,5534,8917,5063,2812,8261,8296,2389,,,,,,,,,,,,,,,,,,,
27,1442,2323,1359,2437,10265,8631,68396,5012,2817,6916,11339,2340,,,,,,,,,,,,,,,,,,,
28,1381,1903,1438,2259,7275,11062,99213,5801,3208,6562,10440,2227,,,,,,,,,,,,,,,,,,,
29,1391,        ,1543,2407,5457,8065,44556,5235,3041,8397,8013,2135,,,,,,,,,,,,,,,,,,,
30,1623,        ,2091,3523,4359,6642,28408,8498,2771,7047,27702,2014,,,,,,,,,,,,,,,,,,,
31,1544,        ,1952,        ,6316,        ,20748,10769,        ,5795,        ,1918,,,,,,,,,,,,,,,,,,,
Min ,1381,1158,1255,1498,2044,4277,5920,5012,2771,2717,2373,1918,1158,,,,,,,,,,,,,,,,,,
Mean,1721,1898,1551,2210,3845,7279,25037,8956,5447,8900,6613,7766,6824,,,,,,,,,,,,,,,,,,
Max ,2373,10514,2201,4402,10265,14014,99213,16799,12792,30174,27702,33379,99213,,,,,,,,,,,,,,,,,,
Daily means        Year 1999                    Stage (mm) at Manawatu at Weber Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,1889,14120,1886,2928,8549,7136,3501,14467,6244,3767,2273,46472,,,,,,,,,,,,,,,,,,,
2,1826,10626,1684,2640,16961,6588,3398,11572,5335,3526,2006,27074,,,,,,,,,,,,,,,,,,,
3,1799,7317,1624,2363,69062,7884,3288,11626,4846,3329,1889,19441,,,,,,,,,,,,,,,,,,,
4,1764,5854,1685,2223,36358,8024,4238,10886,5504,3050,2551,15039,,,,,,,,,,,,,,,,,,,
5,1715,4959,2230,2246,22406,54294,4996,10692,4870,2910,5314,11785,,,,,,,,,,,,,,,,,,,
6,1673,4283,2270,2961,26747,44343,5260,18469,4305,3105,6944,9656,,,,,,,,,,,,,,,,,,,
7,1622,3723,2139,5154,28687,25045,4186,12329,4192,3415,7057,10106,,,,,,,,,,,,,,,,,,,
8,1510,3305,2077,5278,26556,18229,4571,11727,4921,3101,6304,8520,,,,,,,,,,,,,,,,,,,
9,1652,3051,2246,7016,18556,15527,15067,10615,4456,3071,4640,7291,,,,,,,,,,,,,,,,,,,
10,1809,2851,10485,5718,14456,14521,9374,9309,4277,3298,5111,6721,,,,,,,,,,,,,,,,,,,
11,1721,3695,4219,5949,11490,11551,7420,8404,3885,2937,4678,5885,,,,,,,,,,,,,,,,,,,
12,1569,7754,2953,5508,9747,10094,6412,7679,3509,2634,4866,5520,,,,,,,,,,,,,,,,,,,
13,1511,5495,6648,4753,8452,8979,5747,7454,3323,2571,10347,5363,,,,,,,,,,,,,,,,,,,
14,1495,4047,5546,4150,7753,8803,5572,7764,3460,2481,7646,6345,,,,,,,,,,,,,,,,,,,
15,1638,3438,17971,3666,7446,8366,5069,7284,3859,2909,6606,7410,,,,,,,,,,,,,,,,,,,
16,1761,3073,17655,3714,10561,7869,4894,8755,4807,3114,4959,5306,,,,,,,,,,,,,,,,,,,
17,3546,2772,8981,9440,41947,7235,63735,17345,12286,2761,4086,4495,,,,,,,,,,,,,,,,,,,
18,23199,2486,5768,21610,21106,7295,30098,18449,7099,2446,3578,4110,,,,,,,,,,,,,,,,,,,
19,16311,2312,4359,12665,15056,6577,20844,13154,5325,2292,3571,3803,,,,,,,,,,,,,,,,,,,
20,8584,2245,3482,8880,12126,5955,42780,11221,7809,2149,3514,4488,,,,,,,,,,,,,,,,,,,
21,5572,2902,2928,6933,10289,5506,32191,9990,10907,2071,5048,4023,,,,,,,,,,,,,,,,,,,
22,5841,3120,2607,5729,9019,5529,22333,11968,11084,2689,4531,3569,,,,,,,,,,,,,,,,,,,
23,47334,2395,2406,4984,7952,5192,17096,19446,7982,2639,3459,3312,,,,,,,,,,,,,,,,,,,
24,48585,2244,2672,5300,7186,4853,13657,14115,6659,2788,2910,3098,,,,,,,,,,,,,,,,,,,
25,32805,2156,12131,11310,6622,4566,11260,11373,5780,6201,2748,2996,,,,,,,,,,,,,,,,,,,
26,18741,2091,9566,8781,6093,4396,10228,9614,5051,3675,2696,3350,,,,,,,,,,,,,,,,,,,
27,12279,2034,6925,7964,5937,4315,11946,8458,4722,2835,2535,3280,,,,,,,,,,,,,,,,,,,
28,8952,2083,5220,8874,6427,4094,12808,7605,6471,2680,18096,2932,,,,,,,,,,,,,,,,,,,
29,7128,        ,4243,10684,9159,3865,11012,6957,4848,3007,556650,2743,,,,,,,,,,,,,,,,,,,
30,5828,        ,3616,9001,7607,3604,11106,6412,4187,2994,200679,2596,,,,,,,,,,,,,,,,,,,
31,5397,        ,3194,        ,7830,        ,21592,6005,        ,2715,        ,2464,,,,,,,,,,,,,,,,,,,
Min ,1495,2034,1624,2223,5937,3604,3288,6005,3323,2071,1889,2464,1495,,,,,,,,,,,,,,,,,,
Mean,8937,4158,5207,6614,16069,11008,13732,11005,5733,3005,29910,8039,10302,,,,,,,,,,,,,,,,,,
Max ,48585,14120,17971,21610,69062,54294,63735,19446,12286,6201,556650,46472,556650,,,,,,,,,,,,,,,,,,
Daily means        Year 2000                    Stage (mm) at Manawatu at Weber Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,2908,4674,1517,3410,5759,7329,10642,14215,24953,17271,6301,5422,,,,,,,,,,,,,,,,,,,
2,5594,4047,1535,2974,5158,7783,10072,12380,16453,20977,4932,4175,,,,,,,,,,,,,,,,,,,
3,7099,3715,1579,3459,4715,6759,95335,10830,13269,18020,4187,3827,,,,,,,,,,,,,,,,,,,
4,5117,3478,1506,5075,4439,9227,124362,9896,11793,13876,3824,5505,,,,,,,,,,,,,,,,,,,
5,4622,3014,1442,4198,4164,15592,75807,9357,12321,17263,3811,4665,,,,,,,,,,,,,,,,,,,
6,4003,2742,1460,3512,3875,11417,86050,8401,17482,12022,11521,3789,,,,,,,,,,,,,,,,,,,
7,3230,2542,1472,3171,3718,10799,259693,7749,10946,32768,12068,3453,,,,,,,,,,,,,,,,,,,
8,7553,2379,1565,3233,4809,16553,136235,7115,11715,56174,22986,3273,,,,,,,,,,,,,,,,,,,
9,5955,2227,2234,5796,6520,13975,66849,6682,13224,25757,28157,3556,,,,,,,,,,,,,,,,,,,
10,4364,2085,1978,63592,4436,11004,42091,6302,15287,24542,15656,3662,,,,,,,,,,,,,,,,,,,
11,3953,2041,1669,140155,3877,9775,29901,6752,42289,16834,11760,4298,,,,,,,,,,,,,,,,,,,
12,3431,2053,1528,31910,3966,20303,23501,13190,23196,23724,9649,8835,,,,,,,,,,,,,,,,,,,
13,3246,2002,1487,18676,13583,25431,19368,10323,17563,29690,7953,11519,,,,,,,,,,,,,,,,,,,
14,3019,2010,1913,13154,57388,20295,16492,8578,19751,19749,7059,5261,,,,,,,,,,,,,,,,,,,
15,2667,1990,4826,10064,47305,15370,14462,7558,27575,14986,6654,4125,,,,,,,,,,,,,,,,,,,
16,3936,2063,3981,8352,22979,12540,13051,7023,18909,12141,12277,3621,,,,,,,,,,,,,,,,,,,
17,11994,2021,2895,7141,16292,10753,12067,6551,15227,9783,7290,3288,,,,,,,,,,,,,,,,,,,
18,5330,1973,2413,6202,12414,9583,11274,6358,12814,8547,10442,3010,,,,,,,,,,,,,,,,,,,
19,3634,2191,2094,5576,10348,9006,10594,8328,10921,8280,20971,2869,,,,,,,,,,,,,,,,,,,
20,2977,2816,1882,5457,9104,8130,11810,22668,9670,7230,18079,2724,,,,,,,,,,,,,,,,,,,
21,2656,2184,1739,5462,8439,7242,15653,16038,8338,6589,10818,2512,,,,,,,,,,,,,,,,,,,
22,2387,1879,2582,5646,7995,6684,18206,14830,7912,6050,8704,2293,,,,,,,,,,,,,,,,,,,
23,2202,1986,6497,5239,7738,6259,15270,15113,7496,5640,7374,2284,,,,,,,,,,,,,,,,,,,
